word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,,
habitación,room,es,holidays_travel_culture,accommodation,noun,beginner,KS3,La habitación es grande.,The room is big.,/aβitaˈθjon/,f,,,,accommodation,la,habitación,,
reserva,reservation,es,holidays_travel_culture,accommodation,noun,beginner,KS3,Tengo una reserva.,I have a reservation.,/reˈseɾβa/,f,,,,accommodation,la,reserva,,
recepción,reception,es,holidays_travel_culture,accommodation,noun,beginner,KS3,La recepción está abierta.,The reception is open.,/reθepˈθjon/,f,,,,accommodation,la,recepción,,
llave,key,es,holidays_travel_culture,accommodation,noun,beginner,KS3,La llave está en la recepción.,The key is at the reception.,/ˈʎaβe/,f,,,,accommodation,la,llave,,
casa rural,country house,es,holidays_travel_culture,accommodation,noun,beginner,KS3,Nos alojamos en una casa rural.,We stay in a country house.,/ˈkasa ruˈɾal/,f,,,,accommodation,la,casa rural,,
pensión,guesthouse,es,holidays_travel_culture,accommodation,noun,beginner,KS3,La pensión es cómoda.,The guesthouse is comfortable.,/penˈsjon/,f,,,,accommodation,la,pensión,,
hostal,inn,es,holidays_travel_culture,accommodation,noun,beginner,KS3,El hostal es pequeño.,The inn is small.,/osˈtal/,m,,,,accommodation,el,hostal,,
bungalow,bungalow,es,holidays_travel_culture,accommodation,noun,beginner,KS3,El bungalow tiene terraza.,The bungalow has a terrace.,/ˈbuŋɡalo/,m,,,,accommodation,el,bungalow,,
nadar,to swim,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Me gusta nadar en el mar.,I like to swim in the sea.,/naˈðaɾ/,,,,activity,,nadar,,,
hacer senderismo,to hike,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Hacemos senderismo en la montaña.,We go hiking in the mountains.,/aˈθeɾ sendeˈɾizmo/,,,,activity,,hacer senderismo,,,
tomar el sol,to sunbathe,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Me gusta tomar el sol.,I like to sunbathe.,/toˈmaɾ el sol/,,,,activity,,tomar el sol,,,
visitar museos,to visit museums,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Visito museos en la ciudad.,I visit museums in the city.,/bisiˈtaɾ muˈseos/,,,,activity,,visitar museos,,,
ir de compras,to go shopping,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Me encanta ir de compras.,I love to go shopping.,/iɾ de ˈkompɾas/,,,,activity,,ir de compras,,,
probar comida local,to try local food,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Quiero probar comida local.,I want to try local food.,/pɾoˈβaɾ koˈmið̞a loˈkal/,,,,activity,,probar comida local,,,
hacer turismo,to go sightseeing,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Hacemos turismo en Madrid.,We go sightseeing in Madrid.,/aˈθeɾ tuˈɾizmo/,,,,activity,,hacer turismo,,,
pescar,to fish,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Me gusta pescar en el lago.,I like to fish in the lake.,/pesˈkaɾ/,,,,activity,,pescar,,,
montar a caballo,to ride a horse,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Montamos a caballo en el campo.,We ride horses in the countryside.,/monˈtaɾ a kaˈβaʎo/,,,,activity,,montar a caballo,,,
esquiar,to ski,es,holidays_travel_culture,holiday_activities,verb,beginner,KS3,Me gusta esquiar en invierno.,I like to ski in winter.,/esˈkjaɾ/,,,,activity,,esquiar,,,
hace sol,it’s sunny,es,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Hoy hace sol.,It’s sunny today.,/ˈaθe sol/,,,,weather,,hace sol,,,
hace frío,it’s cold,es,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,En invierno hace frío.,It’s cold in winter.,/ˈaθe ˈfɾio/,,,,weather,,hace frío,,,
llueve,it’s raining,es,holidays_travel_culture,weather_seasons,verb,beginner,KS3,Hoy llueve mucho.,It’s raining a lot today.,/ˈʎweβe/,,,,weather,,llueve,,,
nieva,it’s snowing,es,holidays_travel_culture,weather_seasons,verb,beginner,KS3,En enero nieva.,It snows in January.,/ˈnjeβa/,,,,weather,,nieva,,,
hay niebla,it’s foggy,es,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Hay niebla por la mañana.,It’s foggy in the morning.,/aj ˈnjebla/,,,,weather,,hay niebla,,,
está nublado,it’s cloudy,es,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,El cielo está nublado.,The sky is cloudy.,/esˈta nuˈβlaðo/,,,,weather,,está nublado,,,
hace viento,it’s windy,es,holidays_travel_culture,weather_seasons,phrase,beginner,KS3,Hace viento en la costa.,It’s windy on the coast.,/ˈaθe ˈbjento/,,,,weather,,hace viento,,,
tormenta,storm,es,holidays_travel_culture,weather_seasons,noun,beginner,KS3,Hay tormenta esta noche.,There is a storm tonight.,/toɾˈmenta/,f,,,,weather,la,tormenta,,
verano,summer,es,holidays_travel_culture,weather_seasons,noun,beginner,KS3,El verano es caluroso.,Summer is hot.,/beˈɾano/,m,,,,season,el,verano,,
invierno,winter,es,holidays_travel_culture,weather_seasons,noun,beginner,KS3,El invierno es frío.,Winter is cold.,/inˈbjerno/,m,,,,season,el,invierno,,
primavera,spring,es,holidays_travel_culture,weather_seasons,noun,beginner,KS3,La primavera es bonita.,Spring is beautiful.,/pɾimaˈβeɾa/,f,,,,season,la,primavera,,
otoño,autumn,es,holidays_travel_culture,weather_seasons,noun,beginner,KS3,El otoño es ventoso.,Autumn is windy.,/oˈtoɲo/,m,,,,season,el,otoño,,
graniza,it’s hailing,es,holidays_travel_culture,weather_seasons,verb,beginner,KS3,Hoy graniza.,It’s hailing today.,/gɾaˈniθa/,,,,weather,,graniza,,,
Día de los Muertos,Day of the Dead,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,El Día de los Muertos se celebra en México.,Day of the Dead is celebrated in Mexico.,/ˈdia ðe los ˈmweɾtos/,m,,,,tradition,el,Día de los Muertos,,
Semana Santa,Holy Week,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,Semana Santa es una tradición importante.,Holy Week is an important tradition.,/seˈmana ˈsanta/,f,,,,tradition,la,Semana Santa,,
La Tomatina,Tomato Festival,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,La Tomatina es una fiesta famosa en España.,La Tomatina is a famous festival in Spain.,/la tomaˈtina/,f,,,,tradition,la,La Tomatina,,
Carnaval,Carnival,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,Carnaval se celebra en muchos países.,Carnival is celebrated in many countries.,/kaɾnaˈβal/,m,,,,tradition,el,Carnaval,,
Feria de Abril,April Fair,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,La Feria de Abril es en Sevilla.,The April Fair is in Seville.,/ˈfeɾja ðe aˈβɾil/,f,,,,tradition,la,Feria de Abril,,
Las Fallas,Valencia festival,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,Las Fallas se celebran en Valencia.,Las Fallas are celebrated in Valencia.,/las ˈfaʎas/,f pl,,,,tradition,las,Las Fallas,,
Día de la Independencia,Independence Day,es,holidays_travel_culture,spanish_speaking_countries_traditions,noun,beginner,KS3,El Día de la Independencia es una fiesta nacional.,Independence Day is a national holiday.,/ˈdia ðe la indepenˈðenθja/,m,,,,tradition,el,Día de la Independencia,,
cumpleaños,birthday,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Hoy es mi cumpleaños.,Today is my birthday.,/kumpleˈaɲos/,m,,,,celebration,el,cumpleaños,,
boda,wedding,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La boda es el sábado.,The wedding is on Saturday.,/ˈboða/,f,,,,celebration,la,boda,,
Navidad,Christmas,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Navidad es en diciembre.,Christmas is in December.,/naβiˈðað/,f,,,,celebration,la,Navidad,,
Año Nuevo,New Year,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Año Nuevo se celebra en enero.,New Year is celebrated in January.,/ˈaɲo ˈnweβo/,m,,,,celebration,el,Año Nuevo,,
fiesta,party,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Hay una fiesta esta noche.,There is a party tonight.,/ˈfjesta/,f,,,,celebration,la,fiesta,,
desfile,parade,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,El desfile es colorido.,The parade is colorful.,/desˈfile/,m,,,,celebration,el,desfile,,
carnaval,carnival,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,Carnaval es una fiesta popular.,Carnival is a popular festival.,/kaɾnaˈβal/,m,,,,celebration,el,carnaval,,
festival de música,music festival,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,El festival de música es en verano.,The music festival is in summer.,/festiˈβal de ˈmusika/,m,,,,celebration,el,festival de música,,
graduación,graduation,es,holidays_travel_culture,festivals_celebrations,noun,beginner,KS3,La graduación es en junio.,Graduation is in June.,/ɡɾaˈðwaθjon/,f,,,,celebration,la,graduación,,
perro,dog,es,nature_environment,animals,noun,beginner,KS3,El perro es un animal leal.,The dog is a loyal animal.,/ˈpero/,m,,,,animal,el,perro,,
gato,cat,es,nature_environment,animals,noun,beginner,KS3,El gato duerme mucho.,The cat sleeps a lot.,/ˈɡato/,m,,,,animal,el,gato,,
pájaro,bird,es,nature_environment,animals,noun,beginner,KS3,El pájaro canta en el árbol.,The bird sings in the tree.,/ˈpaxaro/,m,,,,animal,el,pájaro,,
caballo,horse,es,nature_environment,animals,noun,beginner,KS3,El caballo corre rápido.,The horse runs fast.,/kaˈβaʎo/,m,,,,animal,el,caballo,,
vaca,cow,es,nature_environment,animals,noun,beginner,KS3,La vaca da leche.,The cow gives milk.,/ˈbaka/,f,,,,animal,la,vaca,,
oveja,sheep,es,nature_environment,animals,noun,beginner,KS3,La oveja tiene lana.,The sheep has wool.,/oˈβexa/,f,,,,animal,la,oveja,,
elefante,elephant,es,nature_environment,animals,noun,beginner,KS3,El elefante es muy grande.,The elephant is very big.,/eleˈfante/,m,,,,animal,el,elefante,,
león,lion,es,nature_environment,animals,noun,beginner,KS3,El león es el rey de la selva.,The lion is the king of the jungle.,/leˈon/,m,,,,animal,el,león,,
tortuga,turtle,es,nature_environment,animals,noun,beginner,KS3,La tortuga es lenta.,The turtle is slow.,/toɾˈtuɣa/,f,,,,animal,la,tortuga,,
pez,fish,es,nature_environment,animals,noun,beginner,KS3,El pez nada en el agua.,The fish swims in the water.,/peθ/,m,,,,animal,el,pez,,
árbol,tree,es,nature_environment,plants,noun,beginner,KS3,El árbol tiene hojas verdes.,The tree has green leaves.,/ˈarbol/,m,,,,plant,el,árbol,,
flor,flower,es,nature_environment,plants,noun,beginner,KS3,La flor es bonita.,The flower is beautiful.,/floɾ/,f,,,,plant,la,flor,,
hierba,grass,es,nature_environment,plants,noun,beginner,KS3,La hierba es verde.,The grass is green.,/ˈjerba/,f,,,,plant,la,hierba,,
hoja,leaf,es,nature_environment,plants,noun,beginner,KS3,La hoja cae en otoño.,The leaf falls in autumn.,/ˈoxa/,f,,,,plant,la,hoja,,
cactus,cactus,es,nature_environment,plants,noun,beginner,KS3,El cactus crece en el desierto.,The cactus grows in the desert.,/ˈkaktus/,m,,,,plant,el,cactus,,
arbusto,bush,es,nature_environment,plants,noun,beginner,KS3,El arbusto es bajo.,The bush is short.,/aɾˈbusto/,m,,,,plant,el,arbusto,,
rosa,rose,es,nature_environment,plants,noun,beginner,KS3,La rosa es una flor popular.,The rose is a popular flower.,/ˈrosa/,f,,,,plant,la,rosa,,
pino,pine tree,es,nature_environment,plants,noun,beginner,KS3,El pino es un árbol alto.,The pine is a tall tree.,/ˈpino/,m,,,,plant,el,pino,,
planta,plant,es,nature_environment,plants,noun,beginner,KS3,La planta necesita agua.,The plant needs water.,/ˈplanta/,f,,,,plant,la,planta,,
césped,lawn,es,nature_environment,plants,noun,beginner,KS3,El césped está bien cuidado.,The lawn is well maintained.,/ˈθesped/,m,,,,plant,el,césped,,
contaminación,pollution,es,nature_environment,environmental_problems,noun,beginner,KS3,La contaminación afecta el aire.,Pollution affects the air.,/kontaminaˈθjon/,f,,,,environment,la,contaminación,,
basura,trash,es,nature_environment,environmental_problems,noun,beginner,KS3,Hay mucha basura en la calle.,There is a lot of trash in the street.,/baˈsuɾa/,f,,,,environment,la,basura,,
deforestación,deforestation,es,nature_environment,environmental_problems,noun,beginner,KS3,La deforestación destruye bosques.,Deforestation destroys forests.,/deforestaˈθjon/,f,,,,environment,la,deforestación,,
calentamiento global,global warming,es,nature_environment,environmental_problems,noun,beginner,KS3,El calentamiento global es un problema.,Global warming is a problem.,/kalenˈtamiento gloˈβal/,m,,,,environment,el,calentamiento global,,
cambio climático,climate change,es,nature_environment,environmental_problems,noun,beginner,KS3,El cambio climático afecta a todos.,Climate change affects everyone.,/ˈkambio kliˈmatiko/,m,,,,environment,el,cambio climático,,
reciclaje,recycling,es,nature_environment,environmental_problems,noun,beginner,KS3,El reciclaje ayuda al planeta.,Recycling helps the planet.,/reθiˈxlaxe/,m,,,,environment,el,reciclaje,,
energía renovable,renewable energy,es,nature_environment,environmental_problems,noun,beginner,KS3,La energía renovable es importante.,Renewable energy is important.,/eneɾˈxia renoˈβaβle/,f,,,,environment,la,energía renovable,,
smog,smog,es,nature_environment,environmental_problems,noun,beginner,KS3,El smog es peligroso para la salud.,Smog is dangerous for health.,/smog/,m,,,,environment,el,smog,,
inundación,flood,es,nature_environment,environmental_problems,noun,beginner,KS3,La inundación dañó la ciudad.,The flood damaged the city.,/inundaˈθjon/,f,,,,environment,la,inundación,,
sequía,drought,es,nature_environment,environmental_problems,noun,beginner,KS3,La sequía afecta a los cultivos.,The drought affects crops.,/seˈkia/,f,,,,environment,la,sequía,,
pobreza,poverty,es,social_global_issues,social_issues,noun,intermediate,KS4,La pobreza es un problema mundial.,Poverty is a global problem.,/poˈβɾeθa/,f,,,,issue,la,pobreza,,
desigualdad,inequality,es,social_global_issues,social_issues,noun,intermediate,KS4,La desigualdad social es injusta.,Social inequality is unfair.,/desiɣwalˈðað/,f,,,,issue,la,desigualdad,,
discriminación,discrimination,es,social_global_issues,social_issues,noun,intermediate,KS4,La discriminación debe terminar.,Discrimination must end.,/diskɾiminaˈθjon/,f,,,,issue,la,discriminación,,
violencia,violence,es,social_global_issues,social_issues,noun,intermediate,KS4,La violencia afecta a la sociedad.,Violence affects society.,/bjoˈlenθja/,f,,,,issue,la,violencia,,
desempleo,unemployment,es,social_global_issues,social_issues,noun,intermediate,KS4,El desempleo es alto en la región.,Unemployment is high in the region.,/desemˈpleo/,m,,,,issue,el,desempleo,,
educación,education,es,social_global_issues,social_issues,noun,intermediate,KS4,La educación es fundamental.,Education is fundamental.,/eðukaˈθjon/,f,,,,issue,la,educación,,
salud pública,public health,es,social_global_issues,social_issues,noun,intermediate,KS4,La salud pública es importante.,Public health is important.,/saˈluð ˈpuβlika/,f,,,,issue,la,salud pública,,
migración,migration,es,social_global_issues,social_issues,noun,intermediate,KS4,La migración puede ser difícil.,Migration can be difficult.,/miɣɾaˈθjon/,f,,,,issue,la,migración,,
racismo,racism,es,social_global_issues,social_issues,noun,intermediate,KS4,El racismo no tiene lugar en la sociedad.,Racism has no place in society.,/raˈθizmo/,m,,,,issue,el,racismo,,
delincuencia,crime,es,social_global_issues,social_issues,noun,intermediate,KS4,La delincuencia preocupa a la gente.,Crime worries people.,/delinˈkwenθja/,f,,,,issue,la,delincuencia,,
libertad,freedom,es,social_global_issues,human_rights,noun,intermediate,KS4,La libertad es un derecho humano.,Freedom is a human right.,/liβeɾˈtað/,f,,,,right,la,libertad,,
igualdad,equality,es,social_global_issues,human_rights,noun,intermediate,KS4,La igualdad es esencial.,Equality is essential.,/iɣwalˈðað/,f,,,,right,la,igualdad,,
justicia,justice,es,social_global_issues,human_rights,noun,intermediate,KS4,La justicia es importante para todos.,Justice is important for everyone.,/xusˈtiθja/,f,,,,right,la,justicia,,
derechos humanos,human rights,es,social_global_issues,human_rights,noun,intermediate,KS4,Los derechos humanos deben respetarse.,Human rights must be respected.,/deˈɾetʃos uˈmanos/,m pl,,,,right,los,derechos humanos,,
democracia,democracy,es,social_global_issues,human_rights,noun,intermediate,KS4,La democracia garantiza la libertad.,Democracy guarantees freedom.,/demoˈkɾaθja/,f,,,,right,la,democracia,,
paz,peace,es,social_global_issues,human_rights,noun,intermediate,KS4,La paz es el objetivo principal.,Peace is the main goal.,/paθ/,f,,,,right,la,paz,,
seguridad,security,es,social_global_issues,human_rights,noun,intermediate,KS4,La seguridad es esencial en la sociedad.,Security is essential in society.,/seɣuɾiˈðað/,f,,,,right,la,seguridad,,
voto,vote,es,social_global_issues,human_rights,noun,intermediate,KS4,El voto es un derecho ciudadano.,The vote is a citizen's right.,/ˈboto/,m,,,,right,el,voto,,
protección,protection,es,social_global_issues,human_rights,noun,intermediate,KS4,La protección de los niños es vital.,Protection of children is vital.,/pɾoteˈksjon/,f,,,,right,la,protección,,
discriminación positiva,affirmative action,es,social_global_issues,human_rights,noun,intermediate,KS4,La discriminación positiva busca igualdad.,Affirmative action seeks equality.,/diskɾiminaˈθjon positiˈβa/,f,,,,right,la,discriminación positiva,,
calentamiento global,global warming,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,El calentamiento global es preocupante.,Global warming is worrying.,/kalenˈtamiento gloˈβal/,m,,,,solution,el,calentamiento global,,
cambio climático,climate change,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,El cambio climático requiere acción.,Climate change requires action.,/ˈkambio kliˈmatiko/,m,,,,solution,el,cambio climático,,
reciclaje,recycling,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,El reciclaje ayuda al medio ambiente.,Recycling helps the environment.,/reθiˈxlaxe/,m,,,,solution,el,reciclaje,,
energías renovables,renewable energies,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,Las energías renovables son el futuro.,Renewable energies are the future.,/eneɾˈxias renoˈβaβles/,f pl,,,,solution,las,energías renovables,,
deforestación,deforestation,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La deforestación amenaza la biodiversidad.,Deforestation threatens biodiversity.,/deforestaˈθjon/,f,,,,solution,la,deforestación,,
ayuda humanitaria,humanitarian aid,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La ayuda humanitaria salva vidas.,Humanitarian aid saves lives.,/aˈʝuða umanitaˈɾja/,f,,,,solution,la,ayuda humanitaria,,
conservación,conservation,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La conservación protege la naturaleza.,Conservation protects nature.,/konseɾβaˈθjon/,f,,,,solution,la,conservación,,
cooperación internacional,international cooperation,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La cooperación internacional es clave.,International cooperation is key.,/koopeɾaˈθjon inteɾnaθjoˈnal/,f,,,,solution,la,cooperación internacional,,
sostenibilidad,sustainability,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La sostenibilidad es esencial para el planeta.,Sustainability is essential for the planet.,/sostenibiliˈðað/,f,,,,solution,la,sostenibilidad,,
reducción de residuos,waste reduction,es,social_global_issues,global_problems_solutions,noun,intermediate,KS4,La reducción de residuos es necesaria.,Waste reduction is necessary.,/reduθjon de reˈsiðwos/,f,,,,solution,la,reducción de residuos,,
elecciones,elections,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,Las elecciones son importantes para la democracia.,Elections are important for democracy.,/elekˈθjones/,f pl,,,,event,las,elecciones,,
protesta,protest,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,La protesta fue pacífica.,The protest was peaceful.,/pɾoˈtesta/,f,,,,event,la,protesta,,
pandemia,pandemic,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,La pandemia cambió el mundo.,The pandemic changed the world.,/panˈdemja/,f,,,,event,la,pandemia,,
conflicto,conflict,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,El conflicto causó muchos problemas.,The conflict caused many problems.,/konˈflikto/,m,,,,event,el,conflicto,,
acuerdo de paz,peace agreement,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,El acuerdo de paz terminó la guerra.,The peace agreement ended the war.,/aˈkweɾðo de paθ/,m,,,,event,el,acuerdo de paz,,
cambio político,political change,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,El cambio político fue significativo.,The political change was significant.,/ˈkambio poliˈtiko/,m,,,,event,el,cambio político,,
cumbre,summit,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,La cumbre reunió a líderes mundiales.,The summit brought together world leaders.,/ˈkumbɾe/,f,,,,event,la,cumbre,,
crisis económica,economic crisis,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,La crisis económica afectó a todos.,The economic crisis affected everyone.,/ˈkɾisis ekonoˈmika/,f,,,,event,la,crisis económica,,
desarrollo,development,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,El desarrollo es clave para el futuro.,Development is key for the future.,/desaˈroʝo/,m,,,,event,el,desarrollo,,
migración masiva,mass migration,es,social_global_issues,current_affairs_world_events,noun,intermediate,KS4,La migración masiva es un reto global.,Mass migration is a global challenge.,/miɣɾaˈθjon maˈsiβa/,f,,,,event,la,migración masiva,,
