language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
es,v,diseñar,(to) design I designing,,,,diseñar,Voy a diseñar un nuevo logo.,I am going to design a new logo.,AQA,People and lifestyle,Education and work,both,,KS4
es,adj,deportivo,"sporty, sports",,,,deportivo,Me gusta hacer deportes deportivos.,I like to do sporty activities.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m/f),músico,musician,,,,músico,Mi amigo es un músico talentoso.,My friend is a talented musician.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m/f),cantante,singer,,,,cantante,Ella es una cantante famosa.,She is a famous singer.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el salario,salary,,,el,el salario,Mi padre recibe un buen salario.,My father receives a good salary.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el concurso,"competition, quiz",,,el,el concurso,Participé en un concurso de canto.,I participated in a singing contest.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el deberes,homework,,,el,el deberes,Tengo que hacer mis deberes ahora.,I have to do my homework now.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la fábrica,factory,,,la,la fábrica,Trabaja en una fábrica de coches.,He works in a car factory.,AQA,People and lifestyle,Education and work,both,,KS4
es,adj,tonto,silly,,,,tonto,Fue un comentario tonto de su parte.,It was a silly comment from him.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el horario,"timetable, schedule",,,el,el horario,El horario de clase es muy largo.,The class schedule is very long.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el estadio,stadium,,,el,el estadio,Vamos al estadio para el partido.,We go to the stadium for the match.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el ordenador,computer,,,el,el ordenador,Trabajo en el ordenador todo el día.,I work on the computer all day.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la vacaciones; de vacaciones,holidays; on holiday,,,la,la vacaciones; de vacaciones,Las vacaciones son en agosto.,Holidays are in August.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la falda,skirt,,,la,la falda,Llevo una falda azul hoy.,I am wearing a blue skirt today.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el enfermero,nurse,,,el,el enfermero,El enfermero cuida a los pacientes.,The nurse cares for the patients.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el paro,"unemployment, strike",,,el,el paro,El paro afecta a muchas familias.,Unemployment affects many families.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (fpl),matemáticas,maths,,,,matemáticas,Estudio matemáticas en la escuela.,I study maths at school.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la actriz,"actor (f), actress",,,la,la actriz,La actriz ganó un premio.,The actress won an award.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el autobús,bus,,,el,el autobús,Tomo el autobús a la universidad.,I take the bus to university.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la geografía,geography,,,la,la geografía,Estudio la geografía en la escuela.,I study geography at school.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la recepción,reception,,,la,la recepción,La recepción del hotel fue muy amable.,The hotel's reception was very friendly.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la asignatura,school subject,,,la,la asignatura,Mi asignatura favorita es la historia.,My favorite subject is history.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el estrés,stress,,,el,el estrés,El estrés aumenta durante los exámenes.,Stress increases during exams.,AQA,People and lifestyle,Education and work,both,,KS4
es,v,repasar,"(to) revise, review | revising, reviewing",,,,repasar,Necesito repasar para el examen.,I need to revise for the exam.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la excursión,"trip, excursion",,,la,la excursión,Vamos en una excursión al campo.,We are going on a trip to the countryside.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el acoso,bullying,,,el,el acoso,El acoso escolar es un problema serio.,Bullying is a serious problem.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el bolígrafo,pen,,,el,el bolígrafo,Escribo con un bolígrafo azul.,I write with a blue pen.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la camarera,waitress,,,la,la camarera,La camarera sirvió la comida rápidamente.,The waitress served the food quickly.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el camarero,waiter,,,el,el camarero,El camarero tomó nuestra orden.,The waiter took our order.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el cuidador,carer,,,el,el cuidador,El cuidador cuida a los niños.,The carer looks after the children.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m/f),influencer,influencer,,,,influencer,El influencer tiene muchos seguidores.,The influencer has many followers.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la informática,ICT,,,la,la informática,Estudio informática en la universidad.,I study ICT at university.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),la mochila,"rucksack, school bag",,,la,la mochila,Llevo mi mochila a la escuela.,I carry my backpack to school.,AQA,People and lifestyle,Education and work,both,,KS4
es,adj,online,online,,,,online,Trabajo online desde casa.,I work online from home.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el peluquero,hairdresser,,,el,el peluquero,El peluquero cortó mi cabello hoy.,The hairdresser cut my hair today.,AQA,People and lifestyle,Education and work,both,,KS4
es,adj,perezoso,lazy,,,,perezoso,Mi amigo es muy perezoso los fines de semana.,My friend is very lazy on weekends.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el recreo,break (at school),,,el,el recreo,Jugamos en el recreo con amigos.,We play during recess with friends.,AQA,People and lifestyle,Education and work,both,,KS4
es,mwp,medios de comunicación,media,,,,medios de comunicación,Los medios de comunicación informan noticias.,The media reports news.,AQA,People and lifestyle,Education and work,both,,KS4
es,mwp,al aire libre,"in the open air, outdoors",,,,al aire libre,Me gusta comer al aire libre.,I like to eat outdoors.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el Bachillerato,Baccalaureate (equivalent to A levels),,,el,el Bachillerato,Terminé el Bachillerato el año pasado.,I finished high school last year.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (f),"la bicicleta, bici","bicycle, bike",,,la,"la bicicleta, bici",Voy a la escuela en bicicleta.,I go to school by bike.,AQA,People and lifestyle,Education and work,both,,KS4
es,n (m),el café,"coffee, cafe",,,el,el café,Tomo un café por la mañana.,I drink a coffee in the morning.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (f),la vida,life,,,la,la vida,La vida es hermosa y impredecible.,Life is beautiful and unpredictable.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (f),la mano,hand,,,la,la mano,Lávate las manos antes de comer.,Wash your hands before eating.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el ojo,eye,,,el,el ojo,Me duele el ojo hoy.,My eye hurts today.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (f),la agua,water,,,la,la agua,Bebo mucha agua cada día.,I drink a lot of water every day.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el amigo,friend,,,el,el amigo,Mi amigo vive cerca de mí.,My friend lives near me.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,morir,(to) die | dying,,,,morir,Todos morirán algún día.,Everyone will die someday.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el cuerpo,body,,,el,el cuerpo,El cuerpo necesita ejercicio diario.,The body needs daily exercise.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,caer; caerse,(to) fall | falling; (to) fall over | falling over,,,,caer; caerse,Me caí en la escaleras.,I fell down the stairs.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,cambiar; cambiarse,(to) change | changing; (to) get changed | getting changed,,,,cambiar; cambiarse,Voy a cambiarme de ropa.,I am going to change my clothes.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (f),la cabeza,head (body part),,,la,la cabeza,Me duele la cabeza ahora.,My head hurts now.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el amor,love,,,el,el amor,El amor es muy importante en la vida.,Love is very important in life.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el partido,"(sports) match, (political) party",,,el,el partido,El partido de fútbol fue emocionante.,The football match was exciting.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el hermano,brother,,,el,el hermano,Mi hermano juega al fútbol.,My brother plays football.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el campo,"countryside, pitch, field",,,el,el campo,Nos gusta caminar en el campo.,We like walking in the countryside.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,correr,(to) run | running,,,,correr,Me gusta correr por la mañana.,I like to run in the morning.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,comer,(to) eat | eating,,,,comer,Vamos a comer pizza hoy.,We are going to eat pizza today.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (f),la sociedad,society,,,la,la sociedad,La sociedad cambia con el tiempo.,Society changes over time.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,levantar; levantarse,(to) raise | raising; (to) get up | getting up,,,,levantar; levantarse,Me levanto temprano cada día.,I get up early every day.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,jugar,(to) play (sport/game) | playing (sport/game),,,,jugar,Me gusta jugar al tenis.,I like to play tennis.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el juego,game,,,el,el juego,El juego fue muy divertido.,The game was very fun.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,,(I) play | (I) am playing,,,,,Yo juego con mis amigos.,I play with my friends.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,juegas,(you) play | (you) are playing,,,,juegas,¿Tú juegas al fútbol?,Do you play football?,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,juega,"(she, he, it, one) plays | (she, he, it, one) is playing | (you (sing formal)) play | Play! (you (sing informal))",,,,juega | ijuega!,Ella juega en el equipo.,She plays on the team.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,juegan,(they) play | (they) are playing,,,,juegan,Ellos juegan en el parque.,They play in the park.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el pie; a pie,foot; on foot,,,el,el pie; a pie,Camino a pie al colegio.,I walk on foot to school.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el equipo,"team, equipment",,,el,el equipo,Nuestro equipo ganó el partido.,Our team won the match.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el sol,sun,,,el,el sol,El sol brilla en verano.,The sun shines in summer.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el producto,product,,,el,el producto,Este producto es muy saludable.,This product is very healthy.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,adj,rico,"rich, wealthy, tasty",,,,rico,El desayuno está muy rico hoy.,The breakfast is very tasty today.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el aire,air,,,el,el aire,Respira aire fresco en la montaña.,Breathe fresh air in the mountains.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,v,dormir; dormirse,(to) sleep | sleeping; (to) fall asleep | falling asleep,,,,dormir; dormirse,Me gusta dormir ocho horas.,I like to sleep eight hours.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m/f),joven,"teenager, young person",,,,joven,La joven practica deportes todos los días.,The young person practices sports every day.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,adj,fuerte,strong,,,,fuerte,Es fuerte para levantar pesas.,He is strong for lifting weights.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el artículo,"article, product, item",,,el,el artículo,Compré un artículo saludable en la tienda.,I bought a healthy item at the store.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
es,n (m),el sueño,"dream, sleep",,,el,el sueño,Ayer tuve un sueño raro.,Yesterday I had a strange dream.,AQA,People and lifestyle,Healthy living and lifestyle,both,,KS4
