language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
es,262.0,Spanish,español,adj,,KS4,edexcel,,General and grammatical,both,,
es,264.0,still;  not … yet,todavía,adv,,KS4,edexcel,,General and grammatical,both,,
es,275.0,"thank you, thanks",gracias,intj,,KS4,edexcel,,General and grammatical,both,,
es,276.0,(to) need | needing,necesitar,v,,KS4,edexcel,,General and grammatical,both,,
es,280.0,general,general,adj,,KS4,edexcel,,General and grammatical,both,,
es,284.0,five,cinco,num,,KS4,edexcel,,General and grammatical,both,,
es,285.0,situation,la situación,n,(f),KS4,edexcel,,General and grammatical,both,,
es,288.0,month,el mes,n,(m),KS4,edexcel,,General and grammatical,both,,
es,289.0,"who(?) (m,f)(pl)",Quién es?,pron,,KS4,edexcel,,General and grammatical,both,,
es,293.0,different,diferente,adj,,KS4,edexcel,,General and grammatical,both,,
es,297.0,level,el nivel,n,(m),KS4,edexcel,,General and grammatical,both,,
es,299.0,"out, outside, away; outside of, away from",fuera; fuera de,adv,,KS4,edexcel,,General and grammatical,both,,
es,300.0,long,largo,adj,,KS4,edexcel,,General and grammatical,both,,
es,301.0,week,la semana,n,(f),KS4,edexcel,,General and grammatical,both,,
es,306.0,"reason, right, correct",la razón,n,(f),KS4,edexcel,,General and grammatical,both,,
es,307.0,black,negro,adj,,KS4,edexcel,,General and grammatical,both,,
es,308.0,"rather, quite, enough",bastante,adv,,KS4,edexcel,,General and grammatical,both,,
es,309.0,effect,el efecto,n,(m),KS4,edexcel,,General and grammatical,both,,
es,310.0,"service, toilet",el servicio,n,(m),KS4,edexcel,,General and grammatical,both,,
es,314.0,there,allá,adv,,KS4,edexcel,,General and grammatical,both,,
es,316.0,"centre, downtown",el centro,n,(m),KS4,edexcel,,General and grammatical,both,,
es,317.0,(to) use | using,usar,v,,KS4,edexcel,,General and grammatical,both,,
es,321.0,different,distinto,adj,,KS4,edexcel,,General and grammatical,both,,
es,324.0,"number, shoe size",el número,n,(m),KS4,edexcel,,General and grammatical,both,,
es,326.0,information,la información,n,(f),KS4,edexcel,,General and grammatical,both,,
es,329.0,public,público,adj,,KS4,edexcel,,General and grammatical,both,,
es,330.0,(to) show | showing,mostrar,v,,KS4,edexcel,,General and grammatical,both,,
es,341.0,(to) bring | bringing,traer,v,,KS4,edexcel,,General and grammatical,both,,
es,341.0,(I) brought,traje,v,,KS4,edexcel,,General and grammatical,both,,
es,346.0,someone,alguien,pron,,KS4,edexcel,,General and grammatical,both,,
es,348.0,"agreement, in agreement","el acuerdo (m), de acuerdo",n,(m),KS4,edexcel,,General and grammatical,both,,
es,350.0,"next, following",siguiente,adj,,KS4,edexcel,,General and grammatical,both,,
es,354.0,(to) get up | getting up,levantarse,v,,KS4,edexcel,,General and grammatical,both,,
es,358.0,colour,el color,n,(m),KS4,edexcel,,General and grammatical,both,,
es,360.0,bad,malo,adj,,KS4,edexcel,,General and grammatical,both,,
es,362.0,necessary,necesario,adj,,KS4,edexcel,,General and grammatical,both,,
es,366.0,"end, ending; final",final (m); final,n,(mf),KS4,edexcel,,General and grammatical,both,,
es,368.0,(to) decide | deciding,decidir,v,,KS4,edexcel,,General and grammatical,both,,
es,372.0,white,blanco,adj,,KS4,edexcel,,General and grammatical,both,,
es,374.0,difficult,difícil,adj,,KS4,edexcel,,General and grammatical,both,,
es,376.0,"soon, early",pronto,adv,,KS4,edexcel,,General and grammatical,both,,
es,378.0,main,principal,adj,,KS4,edexcel,,General and grammatical,both,,
es,379.0,"project, plan",el proyecto,n,(m),KS4,edexcel,,General and grammatical,both,,
es,382.0,really,realmente,adv,,KS4,edexcel,,General and grammatical,both,,
es,384.0,"image, picture",la imagen,n,(f),KS4,edexcel,,General and grammatical,both,,
es,386.0,several,varios,adj,,KS4,edexcel,,General and grammatical,both,,
es,389.0,majority,la mayoría,n,(f),KS4,edexcel,,General and grammatical,both,,
es,392.0,"afternoon, evening",la tarde,n,(f),KS4,edexcel,,General and grammatical,both,,
es,395.0,half,medio,adj,,KS4,edexcel,,General and grammatical,both,,
es,396.0,"(to) continue, carry on | continuing, carrying on",continuar,v,,KS4,edexcel,,General and grammatical,both,,
es,400.0,"(to) recognise, admit | recognising, admitting",reconocer,v,,KS4,edexcel,,General and grammatical,both,,
es,401.0,air,el aire,n,(m),KS4,edexcel,,General and grammatical,both,,
es,402.0,morning,la mañana,n,(f),KS4,edexcel,,General and grammatical,both,,
es,404.0,action,la acción,n,(f),KS4,edexcel,,General and grammatical,both,,
es,407.0,"sure, safe, secure",seguro,adj,,KS4,edexcel,,General and grammatical,both,,
es,411.0,(to) try | trying,intentar,v,,KS4,edexcel,,General and grammatical,both,,
es,412.0,personal,personal,adj,,KS4,edexcel,,General and grammatical,both,,
es,415.0,(to) forget | forgetting,olvidar,v,,KS4,edexcel,,General and grammatical,both,,
es,416.0,experience,la experiencia,n,(f),KS4,edexcel,,General and grammatical,both,,
es,418.0,condition,la condición,n,(f),KS4,edexcel,,General and grammatical,both,,
es,419.0,age,la edad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,422.0,"bad (m) (pre-noun), badly",mal,adj/adv,,KS4,edexcel,,General and grammatical,both,,
es,425.0,one,uno,num,,KS4,edexcel,,General and grammatical,both,,
es,427.0,possible,posible,adj,,KS4,edexcel,,General and grammatical,both,,
es,433.0,(to) accept | accepting,aceptar,v,,KS4,edexcel,,General and grammatical,both,,
es,434.0,(to) understand | understanding,comprender,v,,KS4,edexcel,,General and grammatical,both,,
es,435.0,strong,fuerte,adj,,KS4,edexcel,,General and grammatical,both,,
es,436.0,special,especial,adj,,KS4,edexcel,,General and grammatical,both,,
es,438.0,six,seis,num,,KS4,edexcel,,General and grammatical,both,,
es,440.0,one hundred,cien(to),num,,KS4,edexcel,,General and grammatical,both,,
es,444.0,"real, royal",real,adj,,KS4,edexcel,,General and grammatical,both,,
es,445.0,"which(?), what(?) (m,f)(pl)",Cuál es?,pron,,KS4,edexcel,,General and grammatical,both,,
es,446.0,"former, antique, old",antiguo,adj,,KS4,edexcel,,General and grammatical,both,,
es,449.0,ten,diez,num,,KS4,edexcel,,General and grammatical,both,,
es,449.0,third (m) (pre-noun),tercer,adj,,KS4,edexcel,,General and grammatical,both,,
es,450.0,third (m),tercero,adj,,KS4,edexcel,,General and grammatical,both,,
es,451.0,space,el espacio,n,(m),KS4,edexcel,,General and grammatical,both,,
es,452.0,"short (height), low",bajo,adj,,KS4,edexcel,,General and grammatical,both,,
es,457.0,late,tarde,adv,,KS4,edexcel,,General and grammatical,both,,
es,459.0,"quantity, amount",la cantidad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,460.0,"dream, sleep",el sueño,n,(m),KS4,edexcel,,General and grammatical,both,,
es,461.0,possibility,la posibilidad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,464.0,(to) answer | answering,responder,v,,KS4,edexcel,,General and grammatical,both,,
es,466.0,next,próximo,adj,,KS4,edexcel,,General and grammatical,both,,
es,471.0,use,el uso,n,(m),KS4,edexcel,,General and grammatical,both,,
es,472.0,"all, the whole (+ noun)",todo,det,,KS4,edexcel,,General and grammatical,both,,
es,472.0,"everything, all",todo,pron,,KS4,edexcel,,General and grammatical,both,,
es,472.0,"everyone, all of them",todos,pron,,KS4,edexcel,,General and grammatical,both,,
es,473.0,"free, vacant",libre,adj,,KS4,edexcel,,General and grammatical,both,,
es,478.0,minute,el minuto,n,(m),KS4,edexcel,,General and grammatical,both,,
es,489.0,attention,el atención,n,(m),KS4,edexcel,,General and grammatical,both,,
es,494.0,"too much, too many",demasiado,adj,,KS4,edexcel,,General and grammatical,both,,
es,494.0,too much,demasiado,adv,,KS4,edexcel,,General and grammatical,both,,
es,497.0,comment,el comentario,n,(m),KS4,edexcel,,General and grammatical,both,,
es,504.0,only,solamente,adv,,KS4,edexcel,,General and grammatical,both,,
es,506.0,(to) matter | mattering,importar,v,,KS4,edexcel,,General and grammatical,both,,
es,507.0,question,la pregunta,n,(f),KS4,edexcel,,General and grammatical,both,,
es,509.0,"Mrs, lady, madam",el señora,n,(m),KS4,edexcel,,General and grammatical,both,,
es,512.0,(to) repeat | repeating,repetir,v,,KS4,edexcel,,General and grammatical,both,,
es,516.0,favour; please,el favor; por favor,n,(m),KS4,edexcel,,General and grammatical,both,,
es,518.0,silence,el silencio,n,(m),KS4,edexcel,,General and grammatical,both,,
es,520.0,natural,natural,adj,,KS4,edexcel,,General and grammatical,both,,
es,521.0,"(to) close, shut | closing, shutting",cerrar,v,,KS4,edexcel,,General and grammatical,both,,
es,532.0,peso (currency),el peso,n,(m),KS4,edexcel,,General and grammatical,both,,
es,533.0,difference,la diferencia,n,(f),KS4,edexcel,,General and grammatical,both,,
es,534.0,red,rojo,adj,,KS4,edexcel,,General and grammatical,both,,
es,558.0,"real, true",verdadero,adj,,KS4,edexcel,,General and grammatical,both,,
es,570.0,"(to) prepare | preparing; (to) prepare oneself, get ready | preparing oneself, getting ready",preparar; prepararse,v,,KS4,edexcel,,General and grammatical,both,,
es,574.0,(to) mean | meaning,significar,v,,KS4,edexcel,,General and grammatical,both,,
es,575.0,"(to) interest, be of interest | interesting, being of interest",interesar,v,,KS4,edexcel,,General and grammatical,both,,
es,578.0,opinion,la opinión,n,(f),KS4,edexcel,,General and grammatical,both,,
es,580.0,"how much(?), how many(?)","Cuánto, Cuántos?",det,,KS4,edexcel,,General and grammatical,both,,
es,583.0,English,inglés,adj,,KS4,edexcel,,General and grammatical,both,,
es,584.0,easy,fácil,adj,,KS4,edexcel,,General and grammatical,both,,
es,588.0,(to) send | sending,mandar,v,,KS4,edexcel,,General and grammatical,both,,
es,590.0,decision,la decisión,n,(f),KS4,edexcel,,General and grammatical,both,,
es,593.0,(to) participate | participating,participar,v,,KS4,edexcel,,General and grammatical,both,,
es,594.0,cause,la causa,n,(f),KS4,edexcel,,General and grammatical,both,,
es,603.0,seven,siete,num,,KS4,edexcel,,General and grammatical,both,,
es,607.0,"style, elegance, manner",el estilo,n,(m),KS4,edexcel,,General and grammatical,both,,
es,616.0,interesting,interesante,adj,,KS4,edexcel,,General and grammatical,both,,
es,617.0,yesterday,ayer,adv,,KS4,edexcel,,General and grammatical,both,,
es,618.0,central,central,adj,,KS4,edexcel,,General and grammatical,both,,
es,624.0,North,el norte,n,(m),KS4,edexcel,,General and grammatical,both,,
es,625.0,plan,el plan,n,(m),KS4,edexcel,,General and grammatical,both,,
es,631.0,"enormous, vast",enorme,adj,,KS4,edexcel,,General and grammatical,both,,
es,637.0,quality,la calidad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,641.0,eight,ocho,num,,KS4,edexcel,,General and grammatical,both,,
es,642.0,"size, dimension",el tamaño,n,(m),KS4,edexcel,,General and grammatical,both,,
es,654.0,open,abierto,adj,,KS4,edexcel,,General and grammatical,both,,
es,659.0,July,el julio,n,(m),KS4,edexcel,,General and grammatical,both,,
es,660.0,"importance, significance",la importancia,n,(f),KS4,edexcel,,General and grammatical,both,,
es,661.0,south,el sur,n,(m),KS4,edexcel,,General and grammatical,both,,
es,679.0,(to) depend (on) | depending (on),depender ,v,,KS4,edexcel,,General and grammatical,both,,
es,685.0,"(to) throw, pull | throwing, pulling",tirar,v,,KS4,edexcel,,General and grammatical,both,,
es,690.0,"upstairs, up there",arriba,adv,,KS4,edexcel,,General and grammatical,both,,
es,693.0,Sunday,el domingo,n,(m),KS4,edexcel,,General and grammatical,both,,
es,694.0,worse,peor,adj,,KS4,edexcel,,General and grammatical,both,,
es,703.0,Cuban,cubano,adj,,KS4,edexcel,,General and grammatical,both,,
es,706.0,(to) stop | stopping; (to) stop + verb (-ing) | stopping + verb (-ing),parar(se); parar de,v,,KS4,edexcel,,General and grammatical,both,,
es,713.0,(to) prefer | preferring,preferir,v,,KS4,edexcel,,General and grammatical,both,,
es,718.0,future,el futuro,n,(m),KS4,edexcel,,General and grammatical,both,,
es,721.0,European,europeo,adj,,KS4,edexcel,,General and grammatical,both,,
es,723.0,luck,la suerte,n,(f),KS4,edexcel,,General and grammatical,both,,
es,731.0,simply,simplemente,adv,,KS4,edexcel,,General and grammatical,both,,
es,733.0,(to) break | breaking,romper(se),v,,KS4,edexcel,,General and grammatical,both,,
es,733.0,broken,roto,v,,KS4,edexcel,,General and grammatical,both,,
es,734.0,local,local,adj,,KS4,edexcel,,General and grammatical,both,,
es,737.0,private,privado,adj,,KS4,edexcel,,General and grammatical,both,,
es,741.0,"hard, harsh",duro,adj,,KS4,edexcel,,General and grammatical,both,,
es,742.0,common,común,adj,,KS4,edexcel,,General and grammatical,both,,
es,743.0,"shame, sadness",la pena,n,(f),KS4,edexcel,,General and grammatical,both,,
es,756.0,date,la fecha,n,(f),KS4,edexcel,,General and grammatical,both,,
es,757.0,"mainly, especially",especialmente,adv,,KS4,edexcel,,General and grammatical,both,,
es,771.0,"souvenir, memory",el recuerdo,n,(m),KS4,edexcel,,General and grammatical,both,,
es,777.0,(to) work | working,funcionar,v,,KS4,edexcel,,General and grammatical,both,,
es,784.0,help,la ayuda,n,(f),KS4,edexcel,,General and grammatical,both,,
es,788.0,"downstairs, down, below",abajo,adv,,KS4,edexcel,,General and grammatical,both,,
es,790.0,popular,popular,adj,,KS4,edexcel,,General and grammatical,both,,
es,799.0,tomorrow,mañana,adv,,KS4,edexcel,,General and grammatical,both,,
es,811.0,blue,azul,adj,,KS4,edexcel,,General and grammatical,both,,
es,812.0,green,verde,adj,,KS4,edexcel,,General and grammatical,both,,
es,815.0,(to) cross | crossing,cruzar,v,,KS4,edexcel,,General and grammatical,both,,
es,816.0,"complete, full",completo,adj,,KS4,edexcel,,General and grammatical,both,,
es,818.0,contact,el contacto,n,(m),KS4,edexcel,,General and grammatical,both,,
es,819.0,twenty,veinte,num,,KS4,edexcel,,General and grammatical,both,,
es,820.0,(to) invite | inviting,invitar,v,,KS4,edexcel,,General and grammatical,both,,
es,829.0,thirty,treinta,num,,KS4,edexcel,,General and grammatical,both,,
es,833.0,"far (away, off)",lejos,adv,,KS4,edexcel,,General and grammatical,both,,
es,834.0,half,la mitad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,835.0,attitude,la actitud,n,(f),KS4,edexcel,,General and grammatical,both,,
es,836.0,solution,la solución,n,(f),KS4,edexcel,,General and grammatical,both,,
es,839.0,"totally, completely",totalmente,adv,,KS4,edexcel,,General and grammatical,both,,
es,849.0,Mexican,"mexicano, mejicano",adj,,KS4,edexcel,,General and grammatical,both,,
es,855.0,(to) improve | improving,mejorar,v,,KS4,edexcel,,General and grammatical,both,,
es,856.0,serious,serio,adj,,KS4,edexcel,,General and grammatical,both,,
es,861.0,modern,moderno,adj,,KS4,edexcel,,General and grammatical,both,,
es,870.0,"fast, quick",rápido,adj,,KS4,edexcel,,General and grammatical,both,,
es,875.0,"simple, straightforward",simple,adj,,KS4,edexcel,,General and grammatical,both,,
es,881.0,(to) affect | affecting,afectar,v,,KS4,edexcel,,General and grammatical,both,,
es,883.0,(to) reduce | reducing,reducir,v,,KS4,edexcel,,General and grammatical,both,,
es,887.0,"mistake, error",el error,n,(m),KS4,edexcel,,General and grammatical,both,,
es,891.0,"beautiful, nice",bonito,adj,,KS4,edexcel,,General and grammatical,both,,
es,900.0,(to) cause | causing,causar,v,,KS4,edexcel,,General and grammatical,both,,
es,909.0,May,el mayo,n,(m),KS4,edexcel,,General and grammatical,both,,
es,915.0,responsibility,la responsabilidad,n,(f),KS4,edexcel,,General and grammatical,both,,
es,920.0,magazine,la revista,n,(f),KS4,edexcel,,General and grammatical,both,,
es,931.0,August,el agosto,n,(m),KS4,edexcel,,General and grammatical,both,,
es,931.0,"last, past",pasado,adj,,KS4,edexcel,,General and grammatical,both,,
es,932.0,past,el pasado,n,(m),KS4,edexcel,,General and grammatical,both,,
es,935.0,maximum,máximo,adj,,KS4,edexcel,,General and grammatical,both,,
es,937.0,detail,el detalle,n,(m),KS4,edexcel,,General and grammatical,both,,
es,938.0,"pure, clean",puro,adj,,KS4,edexcel,,General and grammatical,both,,
es,948.0,finally,finalmente,adv,,KS4,edexcel,,General and grammatical,both,,
es,958.0,often,a menudo,adv,,KS4,edexcel,,General and grammatical,both,,
es,962.0,content,el contenido,n,(m),KS4,edexcel,,General and grammatical,both,,
es,963.0,fifty,cincuenta,num,,KS4,edexcel,,General and grammatical,both,,
es,989.0,conversation,la conversación,n,(f),KS4,edexcel,,General and grammatical,both,,
es,991.0,nine,nueve,num,,KS4,edexcel,,General and grammatical,both,,
es,1000.0,"normal, usual, regular",normal,adj,,KS4,edexcel,,General and grammatical,both,,
es,1001.0,"(to) take, catch | taking, catching",coger,v,,KS4,edexcel,,General and grammatical,both,,
es,1010.0,here,acá,adv,,KS4,edexcel,,General and grammatical,both,,
